Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Vincent and the Grenadines,VCT,7666666.66666667,37744444.4444444,126735012.962963,124422677.780363,123879207.964815,70524768.2973118,165393134.603197,40008167.534307,68838376.1962963,65244280.380627,160335377.758717,86366262.5926
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sudan,SDN,-31129999.9,392200000,1687884178.79722,1251280889.37784,1728373403.43067,1063767535.33587,1065298481.41867,1135787164.04941,825354992.310273,716939710.59488,522869616.855921,573504494.776
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Suriname,SUR,-76799999.9,-97200000,186765030.570088,-59673138.0841934,183665852.69756,231666845.653766,96075554.7414537,130960766.326423,84160363.8257407,1039899.70549925,-132705617.4897,-9305315.3695988
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sweden,SWE,1982424727.63651,22817836820.944,1316837632.12475,-8624292983.55841,10254310463.6027,15642242213.9251,24567738770.5318,-1368759168.53668,16517284259.1258,18904841095.6675,52477900209.9333,50046398275.5132
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Switzerland,CHE,5544796309.51597,23080879762.6769,-24926465856.5785,21003091521.7734,118752400108.647,166801396968.929,143235966548.555,-160387834479.04,8774913614.47833,-242167615576.118,-134262930569.876,27707325846.2869
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Syrian Arab Republic,SYR,40000000,270000000,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tajikistan,TJK,..,23543299.9,283140730,326593810,454012320,241616267.20903,185827080.700795,220862232.3377,212809730.699297,106534792.807917,84038181.4649617,174305128.239982
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tanzania,TZA,10000,463400858.7823,2087261309.71598,1416088064.811,1506024896.011,864040000,937700000,971576866.042756,1217235252.41974,684887679.37722,1032913862.6,1111461437.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Thailand,THA,2443549743.00901,3365987582.5831,15935960664.8073,4975455660.4459,8927579182.16217,3486184390.30069,8285169819.69135,13747219811.1792,5518708214.48255,-4947474466.97954,14640873082.0382,10196091866.0905
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Timor-Leste,TLS,..,..,55857105.62,33905491.522696,42995500,5478700,6715937.467148,47925664.570816,74580323.023,72378586.430552,68841374.9998125,262459429.001717
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Togo,TGO,18239596.9648189,52818330.9863658,183599248.958183,54020342.354686,257860036.464441,-46308331.6178517,88558699.5022234,-180972714.795729,345697546.971432,-59206820.0004109,-136221499.3787,-226939149.5364
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tonga,TON,99521.4242284112,9212396.8723,6269513.29007397,13241447.4869655,6349155.27990994,5724624.57680544,-5613753.35828908,19911276.3816493,1742414.09548773,4226388.30292159,258487.567441336,2867487.30403552
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Trinidad and Tobago,TTO,109411764.705882,679500035.953542,-1129966025.63165,661413505.43737,176829744.888446,-23598182.380677,-470882577.73977,-700185701.199984,183972765.263861,1055969147.72389,-934781798.364976,-913501690.396033
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tunisia,TUN,77419354.8387097,750720443.574375,1058622582.18395,1024754443.57724,970521888.740203,622569482.161979,810936482.841998,988942901.040222,810173457.680643,592172050.147712,533089200.085883,713365124.3717
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkiye,TUR,715000000,982000000,13563000000,13337000000,19263000000,13835000000,11190000000,12450000000,9549000000,7700000000,13325000000,13094000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkmenistan,TKM,..,131000000,2861420712,3830130999.9,3042967999.9,2243160000,2085944135,1606640191.5,1853632129,1436241797,1287334690,936039710
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turks and Caicos Islands,TCA,..,..,..,-69533000,-69888000,16590000,22068000,42227000,26961666.6,30418888.8,28690277.7,35000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tuvalu,TUV,..,..,337000,300000,300000,300000,300000,298862,298862,100000,199431,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uganda,UGA,-5910000,160700000,1096000000,1058564540.34685,737652140.151428,625704361.867068,802704141.008568,1055353352.63033,1273609176.97896,873769790.364238,1100458610.84604,1526189106.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ukraine,UKR,..,595000000,4509000000,847000000,-198000000,4128000000,3680000000,4975000000,5796000000,304000000,7954000000,366000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Arab Emirates,ARE,-115819999.9,-506329999.9,9764914527.3,11071537020,8550901846.5,9604772999.9,10354223000,10385286000,17874659400.5,19884468664.9,20667120490.1,22736555479.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Kingdom,GBR,41363405438.8264,164130335444.123,54473175400.2415,58890445252.714,45333483122.0899,324813224213.021,125358809934.121,-25055440306.9073,19790761929.1277,132476034789.015,5922252759.15616,44126903482.3809
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United States,USA,71230000000,349125000000,288131000000,251856000000,511434000000,474388000000,380823000000,214715000000,315984000000,138363000000,493085000000,388078000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uruguay,URY,41539999.9,262825000,986930050.603523,4085227626.74537,2673041339.41286,-515650078.425119,2686509353.42749,1726550037.27185,1469761178.68104,525593986.171128,3648821211.30009,9403623362.6944
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uzbekistan,UZB,..,74700000,691576225.994763,808675996.570486,1041199291.09393,1662886452.22485,1798299474.68216,624686535.504396,2316482962.28621,1728247827.582,2274808219.23395,2498441261.71578
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vanuatu,VUT,13111196.8709722,20256089.6407318,59379212.8028741,13266163.5152466,31021245.7737035,49027744.9320222,39694418.3554052,37583468.4179765,37113030.3477385,24438741.0351072,41322241.495284,-4068229.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Venezuela, RB",VEN,451000000,4703000000,2145000000,1135000000,2956000000,1587000000,-68000000,886000000,-1278000000,-456000000,-996000000,941333333.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Viet Nam,VNM,180000000,1298000000,8900000000,9200000000,11800000000,12600000000,14100000000,15500000000,16120000000,15800000000,15660000000,17900000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,West Bank and Gaza,PSE,..,62005481.8276937,189560177.039613,159711665.338643,104937726.65803,296473530.843925,183950642.861711,210694555.545305,131879984.168895,79744992.3247409,353477054.949858,232941162.094101
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Yemen, Rep.",YEM,-130900000,6399510,-133570895.625639,-233104668.580815,-15444808.3545508,-561000000,-269850000,-282098333.3,-370982777.7,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zambia,ZMB,202700000,121700000,2099800000,1507800000,1582666666.66667,662813935.420472,1107519804.84533,408438491.702336,547967909.612402,245205491.395466,-271436092.952932,10809409.1735344
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zimbabwe,ZWE,-12205847.8193433,23199999.9,373050000,472800000,399200000,343013813.38,307187738.788,717865322.24885,249500000,150360000,250000000,341500000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Africa Eastern and Southern,AFE,88673056.8135137,4315007316.09404,21534249243.819,27681419157.2265,28774229517.0523,16660273342.0085,10108286477.1266,13588979646.0997,14868657823.3457,12856690683.0502,52797207530.2108,18078355989.6281
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Africa Western and Central,AFW,1073307823.62589,2560094804.89139,19157553412.434,16598028196.8167,15643172769.1792,13937041742.1202,17662420840.067,15492839382.6879,12452736451.8923,10753299281.1735,17353945704.6111,12581549132.7433
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Arab World,ARB,3053835681.97421,3840491004.48051,41259115295.2229,31042743759.6946,25507493630.7524,32582348457.755,30134170486.6745,34280584721.2377,38737863094.3813,37153652366.8905,54474448040.6088,53775972452.0827
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Caribbean small states,CSS,377432455.008289,1708338668.81225,928627334.733554,3079599970.537,2928917702.46526,2882439809.70881,1902244662.57925,2833323623.82058,4017315607.64362,3755450878.00653,2932613480.4644,5945308234.01426
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central Europe and the Baltics,CEB,646818999.9,23562956308.4427,15573660747.2369,53586934386.705,22990644275.3127,115073934978.849,29243536403.5855,-19622564278.4498,152411865164.613,212132809639.935,115986208418.361,60283438659.0919
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Early-demographic dividend,EAR,11467360412.5128,51281457720.315,218310133275.074,187524451633.414,217100788363.34,198282174457.443,212257273917.515,221565929067.299,211948544581.452,199868162027.736,267484297256.618,254440847411.22
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific,EAS,33599596974.3078,175113321468.043,591246978380.916,631305184326.533,617329261461.616,529194986721.225,561052701415.424,599632419626.34,532038387019.074,589722324386.717,810292730330.216,679120314555.942
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (excluding high income),EAP,10395966798.8454,48073486629.5117,361774786415.971,329634013054.047,306052813782.232,220264713792.701,239723759755.222,311049646125.261,261116778055.013,302744103443.354,437211686493.169,262275806597.047
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (IDA & IBRD countries),TEA,10389726608.6454,48076240453.0117,361655043772.071,329569915628.947,305974606750.232,220175396521.001,239736592177.122,311047692596.761,261086883044.713,302737764737.754,437193569635.268,262265806597.047
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Euro area,EMU,60745451145.7359,555032214051.27,603499787466.714,384896292022.232,786580460187.891,592734523824.122,481911700300.19,-57814681199.1781,349792190423.071,-7698823191.156,292115792041.381,-33189545344.3957
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia,ECS,113097207030.923,855767491109.813,759499945208.804,587848261897.511,1117635639561.83,1337453303304.74,896482950535.411,-319030307965.046,610636680274.381,131566636449.621,422599000736.703,159480174134.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (excluding high income),ECA,719000000,7972453104.45985,115086599868.264,63259382919.9678,53300249231.5085,86541315903.9654,66286463565.2691,42995492849.7356,69995597229.718,39743191198.6175,82545911150.438,-4563385231.35531
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (IDA & IBRD countries),TEC,808010000,19359523101.4333,120936434183.247,90763399715.3298,73251158384.744,110967132703.771,84689719262.5477,70857820747.066,98920792805.4001,63745974952.0552,136057312934.415,46293412272.9998
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,European Union,EUU,64506841223.2225,633986714307.46,617106816507.813,432595731409.368,817291317821.227,722626856235.539,529598946720.967,-76787459543.985,502886494955.91,214650142683.51,461366584617.517,94516642771.1565
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fragile and conflict affected situations,FCS,1369311614.44189,9383969699.89434,32234218181.9976,16719168276.1871,22113520157.3204,20980200468.3716,24564275604.7686,22678146773.0626,18749495618.3406,12218261540.0747,27406734887.0432,15320272317.8017
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Heavily indebted poor countries (HIPC),HPC,708906379.728227,4053413013.09332,35188732023.925,29403053948.9311,29886754944.4237,24657793053.3226,29559873799.9375,28398100346.5986,23406145617.3901,18081626718.9178,31749241792.6837,30901646504.1892
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,High income,HIC,218661866635.802,1423935836938.34,1431765531343.69,1295520059943.69,2152081537471.28,2173150462915.69,1649772646466.26,280226859147.721,1286850447644.33,660762756753.822,1430868857185.51,1193882323080.55
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IBRD only,IBD,19975027772.7087,156865378805.873,722059776050.499,656628033933.971,606286682340.816,548249142008.934,523948108665.009,602941041684.976,570467133496.47,534533527219.135,792261507374.641,587098587167.408
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA & IBRD total,IBT,21921316934.9198,163364339023.302,775135325769.304,704692257681.914,656448826560.151,593307094630.847,575419788231.653,648735870807.545,613705597535.57,570641843428.772,843756378099.823,633779565354.913
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA blend,IDB,991235562.286556,1996323730.2779,12224169018.379,13230977970.5349,12585658539.4311,10087750788.4837,14352398014.4189,10977701640.26,8433846759.34698,6214759033.40467,10927421751.6545,6962835274.38097
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA only,IDX,955053599.924545,4502636487.15147,40851380700.426,34833245777.4084,37576485679.9039,34970201833.4291,37119281552.2249,34817127482.3087,34804617279.7531,29893557176.2325,40567448973.528,39718142913.1233
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA total,IDA,1946289162.2111,6498960217.42937,53075549718.805,48064223747.9433,50162144219.335,45057952621.9129,51471679566.6438,45794829122.5687,43238464039.1001,36108316209.6372,51494870725.1825,46680978187.5043
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Late-demographic dividend,LTE,12446708403.7626,141236812977.015,663512293512.432,674815560525.868,705085315507.95,525815105779.184,452237823343.26,519568642895.813,434710120783.695,414592430570.737,668854519719.64,458777542396.643
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latin America & Caribbean,LCN,8491733520.19005,97255235966.143,342317698134.618,280003922920.382,322166699197.82,220151114743.859,203258677292.696,209516444728.656,197012741347.399,148417458463.258,207547531031.561,289067272984.21
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latin America & Caribbean (excluding high income),LAC,6783683087.00048,68087600538.9175,174479019181.83,155363705627.915,145040829476.459,149236815965.969,148331193946.806,157671543198.676,135842523593.698,90086972235.2134,119415019468.969,186909966906.182
